show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,genre_list,duration_int,content_age,genre_count,type_encoded,rating_encoded,HC_Cluster,DBSCAN_Cluster,KMeans_cluster,HC_cluster,DBSCAN_cluster,PCA1,PCA2,TSNE1,TSNE2
s3253,TV Show,Just You,Unknown,"Aaron Yan, Puff Kuo, Katherine Wang, Dean Fujioka, Lyla Lin, Lin Yu-pin",Taiwan,"November 1, 2016",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up.","['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",1,12,3,1,6,0,-1,0,0,-1,2.196892580373027,-1.391523669040185,42.832645,15.137202
s3254,Movie,Justice,Richard Gabai,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang",United States,"February 1, 2020",2017,R,92 min,Movies,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws.",['Movies'],92,8,1,0,5,0,-1,0,0,-1,-1.944661541981992,0.07286770489421167,-26.14435,4.302033
s3255,TV Show,Justice in the City,Unknown,"Chris Tong, Shaun Chen, Emily Lim, Remus Kam, Zhang Shui Fa",Unknown,"October 1, 2017",2012,TV-14,1 Season,"International TV Shows, TV Dramas","Repeatedly on opposite sides of civil cases, two lawyers fall in love outside the courtroom, but circumstances hinder their romance from blossoming.","['International TV Shows', 'TV Dramas']",1,13,2,1,6,0,-1,0,0,-1,2.1146691574119836,-1.5263749895433396,-18.896248,32.815517
s3256,Movie,"Justice, My Foot!",Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",Hong Kong,"August 31, 2018",1992,TV-14,95 min,"Action & Adventure, Comedies, International Movies",Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.,"['Action & Adventure', 'Comedies', 'International Movies']",95,33,3,0,6,0,-1,0,0,-1,-1.7109718953308306,-1.257326024670314,11.355326,-19.599878
s3257,Movie,Justin Bieber: Never Say Never,Jon M. Chu,"Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men",United States,"January 1, 2018",2011,G,106 min,"Documentaries, Music & Musicals","Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.","['Documentaries', 'Music & Musicals']",106,14,2,0,0,0,-1,1,0,-1,-1.3633006232109999,1.190461389522041,23.592552,-13.760538
s3258,Movie,Justin Timberlake + the Tennessee Kids,Jonathan Demme,Justin Timberlake,United States,"October 12, 2016",2016,TV-MA,90 min,Music & Musicals,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",['Music & Musicals'],90,9,1,0,8,0,-1,1,0,-1,-0.5192563546063661,1.8766183097562399,-12.089804,-48.409992
s3259,TV Show,Justin Time,Unknown,"Gage Munroe, Scott McCord, Jenna Warren",Canada,"April 1, 2016",2012,TV-Y,2 Seasons,Kids' TV,"In Justin's dreams, he and his imaginary friends Olive and Squidgy travel around the world learning about nature and other cultures.","[""Kids' TV""]",2,13,1,1,10,0,-1,0,0,-1,2.827452621595201,0.7864093366631468,-3.8777509,43.705997
s3260,TV Show,Justin Time GO!,Unknown,"Drew Davis, Scott McCord, Jenna Warren",Unknown,"June 24, 2016",2016,TV-Y,1 Season,Kids' TV,"A young boy's imagination takes him throughout the world and history, where he learns life lessons and has tons of fun with two make-believe friends.","[""Kids' TV""]",1,9,1,1,10,0,-1,0,0,-1,2.801172884904252,1.126665113065001,8.814338,4.8643093
s3261,Movie,Justine,Stephanie Turner,"Stephanie Turner, Glynn Turman, Daisy Prescott, Darby Stanchfield, Josh Stamberg, Bridget Kallal, Ravi Cabot-Conyers, Cleo King, Melanie Hutsell",United States,"March 13, 2020",2019,TV-MA,106 min,"Dramas, Independent Movies","A widowed, single mom takes a job caring for a young girl with spina bifida, and the two discover they have more in common than they realized.","['Dramas', 'Independent Movies']",106,6,2,0,8,0,-1,0,0,-1,-1.7402048805002677,-0.4067164576354169,-17.755552,5.823954
s3262,TV Show,K,Unknown,"Daisuke Namikawa, Daisuke Ono, Mikako Komatsu, Kenjiro Tsuda, Tomokazu Sugita, Yui Horie, Takahiro Sakurai, Jun Fukuyama, Yuichi Nakamura, Miyuki Sawashiro, Mamoru Miyano, Satomi Sato, Yuki Kaji, Tetsuya Kakihara, Shozo Iizuka",Japan,"December 1, 2016",2012,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows","A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.","['Anime Series', 'Crime TV Shows', 'International TV Shows']",1,13,3,1,8,0,-1,2,0,-1,3.6643309014801844,-2.3691342104779243,3.5293667,72.70826
s3263,Movie,K-19: The Widowmaker,Kathryn Bigelow,"Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter","United Kingdom, Germany, Canada, United States","November 21, 2019",2002,PG-13,138 min,"Action & Adventure, Dramas","On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.","['Action & Adventure', 'Dramas']",138,23,2,0,4,0,-1,0,0,-1,-1.321418562735907,-0.08837920194699733,-49.374447,-1.8231614
s3264,TV Show,K-On!,Unknown,"Aki Toyosaki, Ayana Taketatsu, Chika Fujito, Madoka Yonezawa, Minako Kotobuki, Satomi Sato, Yoko Hikasa",Japan,"November 15, 2019",2010,TV-PG,2 Seasons,"Anime Series, Teen TV Shows","When they're not gorging themselves on sugary snacks, four aspiring high school musicians crank out catchy tunes as members of the Light Music Club.","['Anime Series', 'Teen TV Shows']",2,15,2,1,9,0,-1,2,0,-1,3.5459502468308752,-0.9016347147017193,-5.726647,69.685524
s3265,Movie,K-on! the movie,Naoko Yamada,"Aki Toyosaki, Yoko Hikasa, Satomi Sato, Minako Kotobuki, Ayana Taketatsu, Asami Sanada, Madoka Yonezawa, Chika Fujito, Yoriko Nagata",Japan,"November 15, 2019",2011,TV-PG,110 min,"Anime Features, Music & Musicals",The seniors in Sakuragaoka High School's music club live out the graduation trip of their dreams when they celebrate by performing in London.,"['Anime Features', 'Music & Musicals']",110,14,2,0,9,0,-1,2,0,-1,-0.051171233180628016,0.8318984830349524,24.929943,-66.75885
s3266,TV Show,K-POP Extreme Survival,Unknown,"Jung Eun Kim, Yu-hwan Park, Eun-ah Go, Yong Hwan Kwak, Jin Hyuk",South Korea,"December 15, 2016",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Seung Yeon decides to chase her dream of becoming a K-pop star and audition for a popular group. There's only one catch: It's a boy band.,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",1,13,3,1,6,0,-1,0,0,-1,2.873802065742617,-1.459222282539271,8.023494,15.543145
s3267,TV Show,K.O. One Re-act,Unknown,"Jiro Wang, Pets Tseng, Sam Lin, Sylvia Wang, Wes Lo, Wayne Huang, Xu Ming-jie, Ba Yu, Emily Tsai, Chen Bo-zheng, Nylon Chen, Na Wei-hsun",Unknown,"April 30, 2019",2013,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King.","['International TV Shows', 'TV Comedies', 'TV Dramas']",1,12,3,1,6,0,-1,0,0,-1,1.8786697127886243,-1.4488690528930186,7.2954345,1.8817245
s3268,TV Show,K.O.3an Guo,Unknown,"George Hu, Chen De-xiu, Bo Yan, Lorene Ren, Tsai Yi-chen, Benjamin H. Wang, Wes Lo, Shao Xiang, Pets Tseng, Nylon Chen, Wu Xiong",Taiwan,"April 30, 2019",2009,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy","In the Silver Dimension, Liu Bei, Guan Yu and Zhang Fei plan to enroll in an elite academy as sworn brothers, but KO One visitors derail the plan.","['International TV Shows', 'TV Comedies', 'TV Sci-Fi & Fantasy']",1,16,3,1,6,0,-1,0,0,-1,0.8223027249708132,-1.7845388880978552,-4.6423764,-44.133057
s3269,Movie,Küçük Esnaf,Bedran Güzel,"İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt",Turkey,"April 28, 2020",2016,TV-MA,100 min,"Comedies, International Movies","As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.","['Comedies', 'International Movies']",100,9,2,0,8,0,-1,0,0,-1,-2.2217732312310448,-1.056692049027119,-8.4239,15.484997
s3270,TV Show,Kaçak,Unknown,"Gürkan Uygun, Mustafa Avkıran, Berk Hakman, Begüm Birgören, Özlem Yılmaz, Yağmur Tanrısevsin, İnanç Konukçu, Hasan Küçükçetin, Metin Coşkun, Selda Özer, Yağız Atakan Savaş, Burak Deniz, Cengiz Sezici, Haluk Bilginer, Tuğba Melis Türk",Turkey,"December 26, 2016",2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']",1,12,3,1,6,0,-1,0,0,-1,2.066884304584567,-2.4166346940184003,-28.137533,-8.6711235
s3271,Movie,Kaabil,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon",India,"June 25, 2017",2017,TV-14,139 min,"Dramas, International Movies","The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.","['Dramas', 'International Movies']",139,8,2,0,6,0,-1,0,0,-1,-2.3085166481433554,-1.591398854431813,-7.3685164,9.909506
s3272,Movie,Kaagar,Makarand Mane,"Rinku Rajguru, Shubhankar Tawde, Shashank Shende, Suhas Palshikar, Bharati Patil, Milind Pathak, Umesh Jagtap, Shantanu Gangane, Vitthal Kale, Mahesh Bhosale",India,"September 10, 2020",2019,TV-MA,130 min,"Dramas, International Movies, Romantic Movies","When an activist begins aiding a shrewd political advisor — also his girlfriend’s father, personal agendas lead to betrayal as love and duty clash.","['Dramas', 'International Movies', 'Romantic Movies']",130,6,3,0,8,0,-1,0,0,-1,-1.994233970914305,-1.3122474308408214,-27.947983,57.860065
s3273,Movie,Kaakan,Kranti Redkar,"Jitendra Joshi, Urmila Kanitkar, Ashutosh Gaikwad, Ashok Shinde, Madhavi Juvekar",India,"March 1, 2018",2015,TV-PG,132 min,"Dramas, International Movies, Romantic Movies","Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.","['Dramas', 'International Movies', 'Romantic Movies']",132,10,3,0,9,0,-1,0,0,-1,-1.540324376896085,-0.6093901346357289,-36.485474,-28.606878
s3274,Movie,Kaake Da Viyah,Rai Yuvraj Bains,"Priti Sapru, Nirmal Rishi, Jordan Sandhu, Prabh Grewal, Karamjit Anmol, Harby Sangha, Gurmeet Sajan, Prince Kanwaljit Singh",India,"August 23, 2019",2019,TV-PG,133 min,"Comedies, Dramas, International Movies","In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.","['Comedies', 'Dramas', 'International Movies']",133,6,3,0,9,0,-1,0,0,-1,-1.8335824004819172,-0.40329080013946206,7.823176,21.054785
s3275,Movie,Kaal,Soham Shah,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta, Esha Deol, Vishal Malhotra, Kushal Punjabi, Vineet Sharma",India,"April 1, 2020",2005,TV-14,126 min,"Horror Movies, International Movies, Thrillers","Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one.","['Horror Movies', 'International Movies', 'Thrillers']",126,20,3,0,6,0,-1,0,0,-1,-1.8569491617961313,-0.8373491496453749,-13.11874,-8.176284
s3276,Movie,Kaali Khuhi,Terrie Samundra,"Shabana Azmi, Leela Samson, Sanjeeda Sheikh, Satyadeep Misra, Riva Arora, Hetvi Bhanushali, Rose Rathod",India,"October 30, 2020",2020,TV-14,91 min,"Horror Movies, International Movies","When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl.","['Horror Movies', 'International Movies']",91,5,2,0,6,0,-1,0,0,-1,-1.887330205416491,-0.4627739537278057,6.948038,-2.085722
s3277,Movie,Kaalia,Tinnu Anand,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan, Pran, K.N. Singh, Sajjan, Murad, Kader Khan, Jagdeep",India,"December 31, 2019",1981,TV-14,173 min,"Action & Adventure, Dramas, International Movies","Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.","['Action & Adventure', 'Dramas', 'International Movies']",173,44,3,0,6,0,-1,0,0,-1,-2.613756842699271,-1.5672850001787404,5.8978515,-34.553246
s3278,Movie,Kaaliyan,Jijo Pancode,"Tini Tom, Meghanathan, Balachandran Chullikadu, Shivaji Guruvayoor, Kottayam Purushan, Nithin George, Grace Antony, Shalu",India,"August 1, 2018",2017,TV-PG,105 min,"Dramas, International Movies","An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.","['Dramas', 'International Movies']",105,8,2,0,9,0,-1,0,0,-1,-1.965631093299614,-0.9534389197158508,12.77858,39.271706
s3279,Movie,Kabali (Hindi Version),Pa. Ranjith,"Rajnikanth, Winston Chao, Radhika Apte, Nassar, Dhansika, Kalaiyarasan, Dinesh, John Vijay, Kishore Kumar G., Riythvika",India,"December 15, 2017",2016,TV-MA,148 min,"Action & Adventure, Dramas, International Movies","In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family.","['Action & Adventure', 'Dramas', 'International Movies']",148,9,3,0,8,0,-1,0,0,-1,-1.696930454961922,-1.1086072156509017,7.220245,-50.20334
s3280,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,Unknown,"Tasuku Hatanaka, Sayaka Senbongi, Maaya Uchida, Toshiki Masuda, Kanae Oki, Mariya Ise, Ryota Osaka, Kensuke Sato, Maxwell Powers, Shinichiro Miki",Japan,"September 13, 2019",2019,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror","Ikoma and the Iron Fortress take their fight to the battlegrounds of Unato, joining the alliance to reclaim the region from the kabane horde.","['Anime Series', 'International TV Shows', 'TV Horror']",1,6,3,1,8,0,-1,2,0,-1,2.7805381358490404,-1.2955894759188107,10.25051,67.90043
s3281,Movie,Kabhi Alvida Naa Kehna,Karan Johar,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal",India,"April 1, 2020",2006,TV-14,192 min,"Dramas, International Movies, Romantic Movies","Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair.","['Dramas', 'International Movies', 'Romantic Movies']",192,19,3,0,6,0,-1,0,0,-1,-1.8924377604793516,-1.657846956310046,-17.553843,-1.8900119
s3282,Movie,Kabhi Haan Kabhi Naa,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri, Satish Shah, Anjan Srivastav, Goga Kapoor, Tiku Talsania, Ravi Baswani, Naseeruddin Shah",India,"May 15, 2017",1994,TV-14,151 min,"Comedies, Dramas, International Movies",A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,"['Comedies', 'Dramas', 'International Movies']",151,31,3,0,6,0,-1,0,0,-1,-2.8891760817799845,-1.8019446045111565,-8.127618,9.429482
s3283,Movie,Kabhi Khushi Kabhie Gham,Karan Johar,"Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Farida Jalal, Himani Shivpuri, Alok Nath",India,"April 1, 2020",2001,TV-14,209 min,"Dramas, International Movies","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.","['Dramas', 'International Movies']",209,24,2,0,6,0,-1,0,0,-1,-2.8533251721543222,-1.4254917742688242,-8.634353,4.79646
s3284,Movie,Kabir Singh,Sandeep Reddy Vanga,"Shahid Kapoor, Kiara Advani, Suresh Oberoi, Arjan Bajwa, Adil Hussain, Nikita Dutta, Kamini Kaushal, Anurag Arora",India,"September 19, 2019",2019,TV-MA,171 min,"Dramas, International Movies, Romantic Movies","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.","['Dramas', 'International Movies', 'Romantic Movies']",171,6,3,0,8,0,-1,0,0,-1,-2.282682478930187,-1.391565712645725,-20.428797,22.712353
s3285,Movie,Kacche Dhaagey,Buta Singh,"Yograj Singh, Nitu Pandher, Deep Mandian, Shreya Chawla, Jagpal Singh Chahal, Jyoti Sharma, Janak Joshi, Karan Vinayak",India,"November 1, 2017",2016,TV-14,120 min,"Dramas, International Movies, Romantic Movies","While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste.","['Dramas', 'International Movies', 'Romantic Movies']",120,9,3,0,6,0,-1,0,0,-1,-2.3903314654797416,-1.3667276434821047,-11.297061,-23.359436
s3286,Movie,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,"June 26, 2019",2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers","Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.","['International Movies', 'Music & Musicals', 'Thrillers']",122,13,3,0,6,0,-1,1,0,-1,-1.9305178084654633,-0.7021240875814303,-26.951706,9.88501
s3287,Movie,Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","Liam Neeson, Salma Hayek, John Krasinski, Frank Langella, Alfred Molina, John Rhys-Davies, Quvenzhané Wallis","United States, France, Canada, Lebanon, Qatar","October 1, 2017",2014,PG,85 min,"Children & Family Movies, Dramas",A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,"['Children & Family Movies', 'Dramas']",85,11,2,0,3,0,-1,0,0,-1,-2.3216000949430513,0.2861298364494137,-22.576654,-16.223001
s3288,Movie,Kai Po Che!,Abhishek Kapoor,"Rajkummar Rao, Amit Sadh, Sushant Singh Rajput, Amrita Puri, Digvijay Deshmukh, Asif Basra, Manav Kaul, Ashish Kakkad",India,"November 1, 2018",2013,TV-MA,120 min,"Dramas, International Movies, Sports Movies",This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.,"['Dramas', 'International Movies', 'Sports Movies']",120,12,3,0,8,0,-1,0,0,-1,-1.2343279435490198,-0.6950946648043737,31.168005,-12.168518
s3289,Movie,Kajraare,Pooja Bhatt,"Himesh Reshammiya, Sara Loren, Amrita Singh, Gulshan Grover, Javed Sheikh, Adnan Shah, Natasha Sinha, Gaurav Chanana, Anupam Shyam",India,"October 22, 2017",2010,TV-14,113 min,"Dramas, International Movies, Music & Musicals","A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.","['Dramas', 'International Movies', 'Music & Musicals']",113,15,3,0,6,0,-1,1,0,-1,-1.9700083794354073,-0.7550436211318975,-23.202084,-38.083855
s3290,TV Show,Kakegurui,Unknown,"Minami Hamabe, Mahiro Takasugi, Aoi Morikawa",Unknown,"July 4, 2019",2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers","Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top.","['International TV Shows', 'TV Dramas', 'TV Thrillers']",2,6,3,1,8,0,-1,0,0,-1,2.277058469862735,-1.3392851973043007,23.303535,67.37885
s3291,Movie,Kal Ho Naa Ho,Nikkhil Advani,"Shah Rukh Khan, Saif Ali Khan, Preity Zinta, Jaya Bhaduri, Sushma Seth, Reema Lagoo, Lillete Dubey, Delnaaz Paul",India,"April 1, 2020",2003,TV-14,187 min,"Comedies, Dramas, International Movies",An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.,"['Comedies', 'Dramas', 'International Movies']",187,22,3,0,6,0,-1,0,0,-1,-2.0697182264046563,-1.4870954870977666,-8.580559,8.165126
s3292,Movie,Kalakalappu,Sundar C.,"Vimal, Anjali, Shiva, Oviya, Santhanam, John Vijay, M. Ilavarasu, Manobala",India,"November 1, 2018",2012,TV-14,154 min,"Comedies, International Movies, Music & Musicals","Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop.","['Comedies', 'International Movies', 'Music & Musicals']",154,13,3,0,6,0,-1,1,0,-1,-1.8046470769187404,-0.28033808169525043,-18.184408,-44.22003
s3293,Movie,Kaleidoscope,Rupert Jones,"Toby Jones, Anne Reid, Sinead Matthews, Cecilia Noble, Karl Johnson, Frederick Schmidt, Deborah Findlay, Manjinder Virk",United Kingdom,"May 8, 2018",2016,TV-MA,99 min,Thrillers,A quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.,['Thrillers'],99,9,1,0,8,0,-1,0,0,-1,-0.23229351992147967,0.5280024592117926,8.716486,53.224262
s3294,Movie,Kalek Shanab,Hani Al-Shaibani,"Saad Abdullah, Mohamed Alkendi, Ammar Rahma, Maria Khan, Msabeh Bin Hashim, Hani Abd Al Ghani, Zayed Mohammed Mahmoud, Khaled Abdullah",United Arab Emirates,"June 1, 2020",2019,TV-PG,80 min,"Comedies, International Movies","After a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how.","['Comedies', 'International Movies']",80,6,2,0,9,0,-1,0,0,-1,-1.228253892828376,0.08310276227661142,13.577135,-67.4697
s3295,Movie,"Kalel, 15",Jun Lana,"Elijah Canlas, Eddie Garcia, Jaclyn Jose, Gabby Padilla, Cedrick Juan, Elora Espano, Sue Prado",Philippines,"December 9, 2020",2019,TV-MA,105 min,"Dramas, Independent Movies, International Movies","Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis.","['Dramas', 'Independent Movies', 'International Movies']",105,6,3,0,8,0,-1,0,0,-1,-1.8782733169818664,-1.1193305951807242,-4.0721865,54.57407
s3296,Movie,Kalki,Dhilip Kumar,"Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan",India,"March 1, 2018",2017,TV-14,41 min,"Dramas, Independent Movies, International Movies",A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.,"['Dramas', 'Independent Movies', 'International Movies']",41,8,3,0,6,0,-1,0,0,-1,-1.9217197051670811,-1.3637815042784067,-35.33138,35.66047
s3297,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,"Thabo Rametsi, Thabo Malema, Welile Nzuza, Jafta Mamabolo, Louw Venter, Pearl Thusi",South Africa,"November 29, 2019",2016,TV-MA,107 min,"Dramas, International Movies","The life and times of iconic South African liberation fighter Solomon Mahlangu, who battled the forces of apartheid, come into focus.","['Dramas', 'International Movies']",107,9,2,0,8,0,-1,0,0,-1,-1.3630610069131057,-0.5175165295382135,-45.83917,6.2021937
s3298,Movie,Kaminey,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Amole Gupte, Patricia Bull, Carlos Paca, Eric Santos",India,"October 1, 2018",2009,TV-14,128 min,"Dramas, International Movies, Music & Musicals","A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.","['Dramas', 'International Movies', 'Music & Musicals']",128,16,3,0,6,0,-1,1,0,-1,-2.28138299371197,-0.6565742945479992,-18.258728,-44.0729
s3299,Movie,Kanavu Variyam,Arun Chidambaram,"Jiya Anil Manne, Arun Chidambaram, T.P. Gajendran, Gnanasambandam, M. Ilavarasu, Yog Japee, Mayilsamy, Black Pandi",India,"June 15, 2017",2017,TV-PG,104 min,"Comedies, Dramas, International Movies","Despite doubts from fellow villagers who think he’s crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis.","['Comedies', 'Dramas', 'International Movies']",104,8,3,0,9,0,-1,0,0,-1,-1.6974364597530354,-0.9302862142385753,-24.356556,-8.302503
s3300,Movie,Kandasamys: The Wedding,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Yugan Naidoo, Koobeshan Naidoo, Mariam Bassa, Rushil Juglall, Tesarnia Oree",South Africa,"September 4, 2020",2019,TV-14,93 min,"Comedies, Dramas, International Movies","With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”","['Comedies', 'Dramas', 'International Movies']",93,6,3,0,6,0,-1,0,0,-1,-1.8981054839913383,-0.8141884963130097,-15.388653,-30.474115
s3301,Movie,Kanika,Unknown,"Sharad Ponkshe, Smita Shewale",India,"March 1, 2018",2017,TV-14,110 min,"Horror Movies, International Movies, Thrillers",A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.,"['Horror Movies', 'International Movies', 'Thrillers']",110,8,3,0,6,0,-1,0,0,-1,-1.4040537165383415,0.19142176665667962,-77.33934,8.555006
s3302,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,"Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani, Gautham Menon, Anish Kuruvilla",India,"March 29, 2020",2020,TV-14,160 min,"Comedies, Dramas, International Movies","A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer.","['Comedies', 'Dramas', 'International Movies']",160,5,3,0,6,0,-1,0,0,-1,-1.9952590343449332,-1.4237184160634422,-12.984164,27.726833
s3303,TV Show,Kantaro: The Sweet Tooth Salaryman,Unknown,"Matsuya Onoe, Ren Ishikawa, Hiroyuki Onoue, Hazuki Shimizu, Sarutoki Minagawa",Japan,"December 1, 2017",2017,TV-PG,1 Season,"International TV Shows, TV Comedies",Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.,"['International TV Shows', 'TV Comedies']",1,8,2,1,9,0,-1,0,0,-1,2.468879805870222,-0.6854470829429874,64.407906,-21.630983
s3304,Movie,Kapoor & Sons,Shakun Batra,"Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor",India,"April 1, 2020",2016,TV-14,138 min,"Comedies, Dramas, International Movies","Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays.","['Comedies', 'Dramas', 'International Movies']",138,9,3,0,6,0,-1,0,0,-1,-2.2007144877329967,-0.9601472272310043,-38.857307,-6.7447023
